urhobo,english
"Oghwe na de ku ẹdẹ ujuvẹ vwẹ enu rẹ akpọ na, ame na de bu phihọ, o de mu okọ na kpenu, ọ da kpare kpenu phenephene.",#Gen. 6:19
18Ame na de reghe akpọ na ejobi yọn je vwọnvwọn cha; okọ na de phorhi vwẹ enu rẹ ame na.,Gen. 6:19
Ame na de reghe akpọ na ejobi yọn je vwọnvwọn cha; okọ na de phorhi vwẹ enu rẹ ame na.,"they and every beast after its kind, all cattle after their kind, every creeping thing that creeps on the earth after its kind, and every bird after its kind, every bird of every"
"19Ame na de rhi bu gangan o de rhi reghe igbenu ride ejobi ri otọ rẹ akpọ na,",#Gen. 1:21
"Ame na de rhi bu gangan o de rhi reghe igbenu ride ejobi ri otọ rẹ akpọ na,",Gen. 1:21
"20ame na vwo reghe igbenu na nu, ọ ke rha je kpare kubit ihwiori.",sort.
"ame na vwo reghe igbenu na nu, ọ ke rha je kpare kubit ihwiori.","15And they#Gen. 6:19, 20; 7:9went into the ark to Noah, two by two, of all flesh in whichisthe breath of life."
"21Kemu kemu ro vwo ẹnwẹn rọ yan vwẹ akpọ na ejobi de ghwure, ephra, uchuru, eranvwe rẹ aghwa, erọnvwọ ri biẹyi re rhẹrhẹ vwẹ ame na, kugbe kohwo kohwo,",And they
"Kemu kemu ro vwo ẹnwẹn rọ yan vwẹ akpọ na ejobi de ghwure, ephra, uchuru, eranvwe rẹ aghwa, erọnvwọ ri biẹyi re rhẹrhẹ vwẹ ame na, kugbe kohwo kohwo,","#Gen. 6:19, 20; 7:9"
22kemu kemu rọ otọ ọyaya na rọ vwẹ unwe nwẹn ejobi de ghwure.,"Gen. 6:19, 20; 7:9"
kemu kemu rọ otọ ọyaya na rọ vwẹ unwe nwẹn ejobi de ghwure.,"went into the ark to Noah, two by two, of all flesh in which"
"23O de phoro kemu kemu ejobi ro vwo arhọ re yan vwẹ enu rẹ otọ na no, ohwo, eranvwe, obo ri kpono, ephra rẹ enu; e de phoro ayen nẹ akpọ na, Noa ọvo kọye ri chekọ, kugbe ihwo re vẹ ọye gba herọ vwẹ evun rẹ oko na.",the breath of life.
"O de phoro kemu kemu ejobi ro vwo arhọ re yan vwẹ enu rẹ otọ na no, ohwo, eranvwe, obo ri kpono, ephra rẹ enu; e de phoro ayen nẹ akpọ na, Noa ọvo kọye ri chekọ, kugbe ihwo re vẹ ọye gba herọ vwẹ evun rẹ oko na.","16So those that entered, male and female of all flesh, went in#Gen. 7:2, 3as God had commanded him; and theLordshut him in."
24Ame na de reghe akpọ na ẹdẹ ujuvẹ gbẹ ihwe.,"So those that entered, male and female of all flesh, went in"
Ame na de reghe akpọ na ẹdẹ ujuvẹ gbẹ ihwe.,"#Gen. 7:2, 3"
The Great Flood,"Gen. 7:2, 3"
"1Then the#Matt. 11:28Lordsaid to Noah,#Matt. 24:38; Luke 17:26; Heb. 11:7; 1 Pet. 3:20; 2 Pet. 2:5“Come into the ark, you and all your household, because I have seenthat#Gen. 6:9; Ps. 33:18; Prov. 10:9; 2 Pet. 2:9youarerighteous before Me in this generation.",as God had commanded him; and the
Then the,shut him in.
#Matt. 11:28,"17#Gen. 7:4, 12; 8:6Now the flood was on the earth forty days. The waters increased and lifted up the ark, and it rose high above the earth."
Matt. 11:28,"#Gen. 7:4, 12; 8:6"
Lord,"Gen. 7:4, 12; 8:6"
"said to Noah,","Now the flood was on the earth forty days. The waters increased and lifted up the ark, and it rose high above the earth."
#Matt. 24:38; Luke 17:26; Heb. 11:7; 1 Pet. 3:20; 2 Pet. 2:5,"18The waters prevailed and greatly increased on the earth,#Ps. 104:26and the ark moved about on the surface of the waters."
Matt. 24:38; Luke 17:26; Heb. 11:7; 1 Pet. 3:20; 2 Pet. 2:5,"The waters prevailed and greatly increased on the earth,"
"“Come into the ark, you and all your household, because I have seen",#Ps. 104:26
that,Ps. 104:26
#Gen. 6:9; Ps. 33:18; Prov. 10:9; 2 Pet. 2:9,and the ark moved about on the surface of the waters.
Gen. 6:9; Ps. 33:18; Prov. 10:9; 2 Pet. 2:9,"19And the waters prevailed exceedingly on the earth, and all the high hills under the whole heaven were covered."
you,"And the waters prevailed exceedingly on the earth, and all the high hills under the whole heaven were covered."
are,"20The waters prevailed fifteen cubits upward, and the mountains were covered."
righteous before Me in this generation.,"The waters prevailed fifteen cubits upward, and the mountains were covered."
"2You shall take with you seven each of every#Lev. 11; Deut. 14:3–20clean animal, a male and his female;#Lev. 10:10; Ezek. 44:23two each of animals thatareunclean, a male and his female;","21#Gen. 6:7, 13, 17; 7:4And all flesh died that moved on the earth: birds and cattle and beasts and every creeping thing that creeps on the earth, and every man."
You shall take with you seven each of every,"#Gen. 6:7, 13, 17; 7:4"
#Lev. 11; Deut. 14:3–20,"Gen. 6:7, 13, 17; 7:4"
Lev. 11; Deut. 14:3–20,"And all flesh died that moved on the earth: birds and cattle and beasts and every creeping thing that creeps on the earth, and every man."
"clean animal, a male and his female;","22All in#Gen. 2:7whose nostrilswasthe breath of the spirit of life, all thatwason the dryland,died."
#Lev. 10:10; Ezek. 44:23,All in
Lev. 10:10; Ezek. 44:23,#Gen. 2:7
two each of animals that,Gen. 2:7
"unclean, a male and his female;",whose nostrils
"3also seven each of birds of the air, male and female, to keep the species alive on the face of all the earth.","the breath of the spirit of life, all that"
"also seven each of birds of the air, male and female, to keep the species alive on the face of all the earth.",on the dry
"4For after#Gen. 7:10; Ex. 7:25seven more days I will cause it to rain on the earth#Gen. 7:12, 17forty days and forty nights, and I will destroy from the face of the earth all living things that I have made.”","land,"
For after,died.
#Gen. 7:10; Ex. 7:25,"23So He destroyed all living things which were on the face of the ground: both man and cattle, creeping thing and bird of the air. They were destroyed from the earth. Only#Matt. 24:38, 39; Luke 17:26, 27; Heb. 11:7; 1 Pet. 3:20; 2 Pet. 2:5Noah and those whowerewith him in the ark remainedalive."
Gen. 7:10; Ex. 7:25,"So He destroyed all living things which were on the face of the ground: both man and cattle, creeping thing and bird of the air. They were destroyed from the earth. Only"
seven more days I will cause it to rain on the earth,"#Matt. 24:38, 39; Luke 17:26, 27; Heb. 11:7; 1 Pet. 3:20; 2 Pet. 2:5"
"#Gen. 7:12, 17","Matt. 24:38, 39; Luke 17:26, 27; Heb. 11:7; 1 Pet. 3:20; 2 Pet. 2:5"
"Gen. 7:12, 17",Noah and those who
"forty days and forty nights, and I will destroy from the face of the earth all living things that I have made.”",were
5#Gen. 6:22And Noah did according to all that theLordcommanded him.,with him in the ark remained
#Gen. 6:22,alive.
Gen. 6:22,"24#Gen. 8:3, 4And the waters prevailed on the earth one hundred and fifty days."
And Noah did according to all that the,"#Gen. 8:3, 4"
commanded him.,"Gen. 8:3, 4"
Search,"7Then he sent out a raven, which kept going to and fro until the waters had dried up from the earth."
Oba re Oghwe na,"Then he sent out a raven, which kept going to and fro until the waters had dried up from the earth."
"1Ẹkẹvuọvo Ọghẹnẹ da rhe karohọ Noa vẹ eranvwe rẹ aghwa na ejobi kugbe uchuru ejobi re vẹ ọye gba ro evun rẹ okọ na Ọghẹnẹ da vwẹ odju rhe nẹ o gbe dju enu rẹ akpọ na, ame na de rhi rhirẹn,","8He also sent out from himself a dove, to see if the waters had receded from the face of the ground."
"Ẹkẹvuọvo Ọghẹnẹ da rhe karohọ Noa vẹ eranvwe rẹ aghwa na ejobi kugbe uchuru ejobi re vẹ ọye gba ro evun rẹ okọ na Ọghẹnẹ da vwẹ odju rhe nẹ o gbe dju enu rẹ akpọ na, ame na de rhi rhirẹn,","He also sent out from himself a dove, to see if the waters had receded from the face of the ground."
"2ogbugbu rẹ ame na da tangbe, evakpo rẹ obo odjuvwu na ejobi de rhurhu, osio rọ rhọ nẹ enu cha da daji,","9But the dove found no resting place for the sole of her foot, and she returned into the ark to him, for the waterswereon the face of the whole earth. So he put out his hand and took her, and drew her into the ark to himself."
"ogbugbu rẹ ame na da tangbe, evakpo rẹ obo odjuvwu na ejobi de rhurhu, osio rọ rhọ nẹ enu cha da daji,","But the dove found no resting place for the sole of her foot, and she returned into the ark to him, for the waters"
"3ame na de si reyọ kọke kọke. Vwẹ oba rẹ ẹdẹ ujori gbẹ ujuvẹ gbẹ ihwe re, ame na da rhe kpọ;","on the face of the whole earth. So he put out his hand and took her, and drew her into the ark to himself."
"ame na de si reyọ kọke kọke. Vwẹ oba rẹ ẹdẹ ujori gbẹ ujuvẹ gbẹ ihwe re, ame na da rhe kpọ;","10And he waited yet another seven days, and again he sent the dove out from the ark."
"4vwẹ emeranvwe rẹ ighwrẹ, vwẹ ẹdẹ rẹ ihwe gbẹ ighwrẹ rẹ emeranvwe na, okọ na da rhe kpọ muotọ vwẹ enu rẹ ugbenu ri Ararat.","And he waited yet another seven days, and again he sent the dove out from the ark."
"vwẹ emeranvwe rẹ ighwrẹ, vwẹ ẹdẹ rẹ ihwe gbẹ ighwrẹ rẹ emeranvwe na, okọ na da rhe kpọ muotọ vwẹ enu rẹ ugbenu ri Ararat.","11Then the dove came to him in the evening, and behold, a freshly plucked olive leafwasin her mouth; and Noah knew that the waters had receded from the earth."
"5Ame na kẹ ẹkpọ ẹkpọ bẹsiẹ ro rhi vwo te emeranvwe rẹ ihwe vwẹ ẹdẹ rẹ ẹsosuọ rẹ emeranvwe na, enu rẹ igbenu na ejobi da rhe kpọ phia.","Then the dove came to him in the evening, and behold, a freshly plucked olive leaf"
"Ame na kẹ ẹkpọ ẹkpọ bẹsiẹ ro rhi vwo te emeranvwe rẹ ihwe vwẹ ẹdẹ rẹ ẹsosuọ rẹ emeranvwe na, enu rẹ igbenu na ejobi da rhe kpọ phia.",was
"6Vwẹ ẹdẹ ujuvẹ vwọ wan nu Noa de rhie evakpo rẹ okọ na rọ kare na,",in her mouth; and Noah knew that the waters had receded from the earth.
"Vwẹ ẹdẹ ujuvẹ vwọ wan nu Noa de rhie evakpo rẹ okọ na rọ kare na,","12So he waited yet another seven days and sent out the dove, which did not return again to him anymore."
"7o de siobọ nẹ okpemu, o da rha kpenẹ kpenẹ bẹsiẹ rẹ ame na rhe vwọ kpọ nẹ akpọ na.","So he waited yet another seven days and sent out the dove, which did not return again to him anymore."
"o de siobọ nẹ okpemu, o da rha kpenẹ kpenẹ bẹsiẹ rẹ ame na rhe vwọ kpọ nẹ akpọ na.","13And it came to pass in the six hundred and first year, in the firstmonth,the firstdayof the month, that the waters were dried up from the earth; and Noah removed the covering of the ark and looked, and indeed the surface of the ground was dry."
8Ọ da rhoma siobọ nẹ inekuku ro re ni sẹ ame na kpọ nẹ otọ na re;,"And it came to pass in the six hundred and first year, in the first"
Ọ da rhoma siobọ nẹ inekuku ro re ni sẹ ame na kpọ nẹ otọ na re;,the first
"9ẹkẹvuọvo inekuku na mrẹ asan rọ rhan mu-u, ọ da rhoma rhan bro rhe vwẹ evun rẹ okọ na, kidie yẹ ame na ji phoro enu rẹ otọ na ejobi. Etiyin ọ da riẹn obọ rọye vwọ reyọ phihọ evun rẹ okọ na.","of the month, that the waters were dried up from the earth; and Noah removed the covering of the ark and looked, and indeed the surface of the ground was dry."
"ẹkẹvuọvo inekuku na mrẹ asan rọ rhan mu-u, ọ da rhoma rhan bro rhe vwẹ evun rẹ okọ na, kidie yẹ ame na ji phoro enu rẹ otọ na ejobi. Etiyin ọ da riẹn obọ rọye vwọ reyọ phihọ evun rẹ okọ na.","14And in the second month, on the twenty-seventh day of the month, the earth was dried."
"10Ọ da rha hẹrhẹ ẹdẹ ighwrẹ efa, ọ ke rhoma siobọ nẹ inekuku na nẹ evun rẹ okọ na;","And in the second month, on the twenty-seventh day of the month, the earth was dried."
"Ọ da rha hẹrhẹ ẹdẹ ighwrẹ efa, ọ ke rhoma siobọ nẹ inekuku na nẹ evun rẹ okọ na;","15Then God spoke to Noah, saying,"
"11inekuku na da rha bro rhe vwẹ ovwọnvwọn, e vwo no, o mu ọbe rẹ olive ọkpokpọ vwọ hwunu, Noa ke rhe riẹn nẹ ame na kpọ nẹ akpọ na re.","Then God spoke to Noah, saying,"
"inekuku na da rha bro rhe vwẹ ovwọnvwọn, e vwo no, o mu ọbe rẹ olive ọkpokpọ vwọ hwunu, Noa ke rhe riẹn nẹ ame na kpọ nẹ akpọ na re.","16“Go out of the ark,#Gen. 7:13you and your wife, and your sons and your sons’ wives with you."
"12Ọ ke je rhoma hẹrhẹ ẹdẹ ighwrẹ efa, ọ da rhoma siobọ nẹ inekuku na, ọ gbe rhoma rhan bro rhe ọfa-a.","“Go out of the ark,"
"Ọ ke je rhoma hẹrhẹ ẹdẹ ighwrẹ efa, ọ da rhoma siobọ nẹ inekuku na, ọ gbe rhoma rhan bro rhe ọfa-a.",#Gen. 7:13
"13Vwẹ evun rẹ ikpe uri erha gbẹ ọvo, vwẹ emeranvwe rẹ ẹsosuọ, ẹdẹ rẹ ẹsosuọ rẹ emeranvwe na, ame na da kpọ nẹ otọ na kakare; Noa da fan uwevwi rẹ okọ na nu, o vwo ni, nighe, enu rẹ otọ na ejobi kpọre.",Gen. 7:13
"Vwẹ evun rẹ ikpe uri erha gbẹ ọvo, vwẹ emeranvwe rẹ ẹsosuọ, ẹdẹ rẹ ẹsosuọ rẹ emeranvwe na, ame na da kpọ nẹ otọ na kakare; Noa da fan uwevwi rẹ okọ na nu, o vwo ni, nighe, enu rẹ otọ na ejobi kpọre.","you and your wife, and your sons and your sons’ wives with you."
"14Vwẹ emeranvwe rivẹ, vwẹ ẹdẹ ujuvẹ gbẹ ighwrẹ rẹ emeranvwe na, otọ na da kpọre.","17Bring out with you every living thing of all flesh thatiswith you: birds and cattle and every creeping thing that creeps on the earth, so that they may abound on the earth, and#Gen. 1:22, 28; 9:1, 7be fruitful and multiply on the earth.”"
"Vwẹ emeranvwe rivẹ, vwẹ ẹdẹ ujuvẹ gbẹ ighwrẹ rẹ emeranvwe na, otọ na da kpọre.",Bring out with you every living thing of all flesh that
"15Ọghẹnẹ da ta ki Noa,","with you: birds and cattle and every creeping thing that creeps on the earth, so that they may abound on the earth, and"
"Ọghẹnẹ da ta ki Noa,","#Gen. 1:22, 28; 9:1, 7"
"16Gba yan phia nẹ evun rẹ okọ na, wẹ te aye wẹn, vẹ emọ wẹn te eya rẹ emọ wẹn","Gen. 1:22, 28; 9:1, 7"
"Gba yan phia nẹ evun rẹ okọ na, wẹ te aye wẹn, vẹ emọ wẹn te eya rẹ emọ wẹn",be fruitful and multiply on the earth.”
"17Reyọ kemu kemu ejobi ro vwo arhọ re vẹ owẹ gba herọ vwẹ evun rẹ okọ na ejobi– ephra kugbe eranvwe kugbe emu kemu ri kpono vwẹ enu rẹ otọ na rere ayen mrẹ asan vwiẹ buebu vwẹ enu rẹ akpọ na, re ayen mo re ayen bu phihọ vwẹ enu rẹ akpọ na.","18So Noah went out, and his sons and his wife and his sons’ wives with him."
"Reyọ kemu kemu ejobi ro vwo arhọ re vẹ owẹ gba herọ vwẹ evun rẹ okọ na ejobi– ephra kugbe eranvwe kugbe emu kemu ri kpono vwẹ enu rẹ otọ na rere ayen mrẹ asan vwiẹ buebu vwẹ enu rẹ akpọ na, re ayen mo re ayen bu phihọ vwẹ enu rẹ akpọ na.","So Noah went out, and his sons and his wife and his sons’ wives with him."
"18Kọye Noa da yan phia, ọ vẹ emọ rọye te aye rọye te eya rẹ emọ rọye","19Every animal, every creeping thing, every bird,andwhatever creeps on the earth, according to their families, went out of the ark."
"Kọye Noa da yan phia, ọ vẹ emọ rọye te aye rọye te eya rẹ emọ rọye","Every animal, every creeping thing, every bird,"
"19Keranvwe keranvwe, kemu kemu ro kpono, kọphra kọphra, kemu kemu ro yan vwẹ akpọ na, e da yan otuotu nẹ evun rẹ okọ na rhe.",and
"Keranvwe keranvwe, kemu kemu ro kpono, kọphra kọphra, kemu kemu ro yan vwẹ akpọ na, e da yan otuotu nẹ evun rẹ okọ na rhe.","whatever creeps on the earth, according to their families, went out of the ark."
"20Noa da so agbada kẹ Ọrovwohwo, ọ da reyọ eranvwe keranvwe ro tete oma, kugbe kọphra kọphra ro tete oma, o de ze izobo rẹ ẹtorhẹ vwẹ enu rẹ agbada na.",God’s Covenant with Creation
"Noa da so agbada kẹ Ọrovwohwo, ọ da reyọ eranvwe keranvwe ro tete oma, kugbe kọphra kọphra ro tete oma, o de ze izobo rẹ ẹtorhẹ vwẹ enu rẹ agbada na.","20Then Noah built an#Gen. 12:7; Ex. 29:18, 25altar to theLord, and took of#Gen. 7:2; Lev. 11every clean animal and of every clean bird, and offered#Gen. 22:2; Ex. 10:25burnt offerings on the altar."
"21Ọke rẹ Ọrovwohwo vwo nyo ọnrhe ghwoghwo rẹ izobo na, Ọrovwohwo da ta vwẹ udu rọye, Me gbe harhe otọ na ọfa vwi fiki rẹ ohwo-o, kidie iroro rẹ evun rọye nẹ ọke-emọ rhe pha brabra, eyẹ Me gbe ghwọrọ emu kemu ro vwo arhọ re Me mare ọfa-a.",Then Noah built an
"Ọke rẹ Ọrovwohwo vwo nyo ọnrhe ghwoghwo rẹ izobo na, Ọrovwohwo da ta vwẹ udu rọye, Me gbe harhe otọ na ọfa vwi fiki rẹ ohwo-o, kidie iroro rẹ evun rọye nẹ ọke-emọ rhe pha brabra, eyẹ Me gbe ghwọrọ emu kemu ro vwo arhọ re Me mare ọfa-a.","#Gen. 12:7; Ex. 29:18, 25"
"22Ọke rẹ akpọ na dia krite na, ọke ekankọn kugbe ọke orhọ ekpae kugbe oheri, ọkeuvo kugbe ohwahwa, uvo kugbe ason se re bẹdẹ-ẹ.","Gen. 12:7; Ex. 29:18, 25"
"Ọke rẹ akpọ na dia krite na, ọke ekankọn kugbe ọke orhọ ekpae kugbe oheri, ọkeuvo kugbe ohwahwa, uvo kugbe ason se re bẹdẹ-ẹ.",altar to the
Noah’s Deliverance,Lord
"1Then God#Gen. 19:29; Ex. 2:24; 1 Sam. 1:19; Ps. 105:42; 106:4remembered Noah, and every living thing, and all the animals thatwerewith him in the ark.#Ex. 14:21; 15:10; Job 12:15; Ps. 29:10; Is. 44:27; Nah. 1:4And God made a wind to pass over the earth, and the waters subsided.",", and took of"
Then God,#Gen. 7:2; Lev. 11
#Gen. 19:29; Ex. 2:24; 1 Sam. 1:19; Ps. 105:42; 106:4,Gen. 7:2; Lev. 11
Gen. 19:29; Ex. 2:24; 1 Sam. 1:19; Ps. 105:42; 106:4,"every clean animal and of every clean bird, and offered"
"remembered Noah, and every living thing, and all the animals that",#Gen. 22:2; Ex. 10:25
were,Gen. 22:2; Ex. 10:25
with him in the ark.,burnt offerings on the altar.
#Ex. 14:21; 15:10; Job 12:15; Ps. 29:10; Is. 44:27; Nah. 1:4,"21And theLordsmelled#Ex. 29:18, 25; Lev. 1:9; Ezek. 20:41; 2 Cor. 2:15; Eph. 5:2a soothing aroma. Then theLordsaid in His heart, “I will never again#Gen. 3:17; 6:7, 13, 17; Is. 54:9curse the ground for man’s sake, although the#Gen. 6:5; 11:6; Job 14:4; Ps. 51:5; Jer. 17:9; Rom. 1:21; 3:23; Eph. 2:1–3imagination of man’s heartisevil from his youth;#Gen. 9:11, 15nor will I again destroy every living thing as I have done."
Ex. 14:21; 15:10; Job 12:15; Ps. 29:10; Is. 44:27; Nah. 1:4,And the
"And God made a wind to pass over the earth, and the waters subsided.",smelled
"2#Gen. 7:11The fountains of the deep and the windows of heaven were also#Deut. 11:17stopped, and#Gen. 7:4, 12; Job 38:37the rain from heaven was restrained.","#Ex. 29:18, 25; Lev. 1:9; Ezek. 20:41; 2 Cor. 2:15; Eph. 5:2"
#Gen. 7:11,"Ex. 29:18, 25; Lev. 1:9; Ezek. 20:41; 2 Cor. 2:15; Eph. 5:2"
Gen. 7:11,a soothing aroma. Then the
The fountains of the deep and the windows of heaven were also,"said in His heart, “I will never again"
#Deut. 11:17,"#Gen. 3:17; 6:7, 13, 17; Is. 54:9"
Deut. 11:17,"Gen. 3:17; 6:7, 13, 17; Is. 54:9"
"stopped, and","curse the ground for man’s sake, although the"
"#Gen. 7:4, 12; Job 38:37",#Gen. 6:5; 11:6; Job 14:4; Ps. 51:5; Jer. 17:9; Rom. 1:21; 3:23; Eph. 2:1–3
"Gen. 7:4, 12; Job 38:37",Gen. 6:5; 11:6; Job 14:4; Ps. 51:5; Jer. 17:9; Rom. 1:21; 3:23; Eph. 2:1–3
the rain from heaven was restrained.,imagination of man’s heart
3And the waters receded continually from the earth. At the end#Gen. 7:24of the hundred and fifty days the waters decreased.,evil from his youth;
And the waters receded continually from the earth. At the end,"#Gen. 9:11, 15"
#Gen. 7:24,"Gen. 9:11, 15"
Gen. 7:24,nor will I again destroy every living thing as I have done.
of the hundred and fifty days the waters decreased.,"22“While the earth#Is. 54:9remains,"
"4Then the ark rested in the seventh month, the seventeenth day of the month, on the mountains of Ararat.",“While the earth
"Then the ark rested in the seventh month, the seventeenth day of the month, on the mountains of Ararat.",#Is. 54:9
"5And the waters decreased continually until the tenth month. In the tenthmonth,on the firstdayof the month, the tops of the mountains were seen.",Is. 54:9
And the waters decreased continually until the tenth month. In the tenth,"remains,"
"month,","Seedtime and harvest,"
on the first,"Cold and heat,"
day,"Winter and summer,"
"of the month, the tops of the mountains were seen.","And#Ps. 74:16; Jer. 33:20, 25day and night"
"6So it came to pass, at the end of forty days, that Noah#Gen. 6:16opened the window of the ark which he had made.",And
"So it came to pass, at the end of forty days, that Noah","#Ps. 74:16; Jer. 33:20, 25"
#Gen. 6:16,"Ps. 74:16; Jer. 33:20, 25"
Gen. 6:16,day and night
opened the window of the ark which he had made.,Shall not cease.”
Search,Bring forth abundantly in the earth
Ọghẹnẹ ve Noa re Ọphọ,And multiply in it.”
"1Ọghẹnẹ de bruphihọ kẹ Noa vẹ emọ rọye, ọ da ta kẹ ayen, We vwiẹ ri we bu phihọ, ru wa vọn akpọ na.","8Then God spoke to Noah and to his sons with him, saying:"
"Ọghẹnẹ de bruphihọ kẹ Noa vẹ emọ rọye, ọ da ta kẹ ayen, We vwiẹ ri we bu phihọ, ru wa vọn akpọ na.","Then God spoke to Noah and to his sons with him, saying:"
"2Oshọ wẹn kugbe udidi wẹn ko mu eranvwe keranvwe rẹ akpọ na, ji te ọphra kọphra rọ obenu na, emu kemu ejobi ro kpono vwẹ otọ na kugbe erin rẹ ame; mi phi ayen ejobi phihọ obọ wẹn,","9“And as for Me,#Gen. 6:18behold, I establish#Is. 54:9My covenant with you and with your descendants after you,"
"Oshọ wẹn kugbe udidi wẹn ko mu eranvwe keranvwe rẹ akpọ na, ji te ọphra kọphra rọ obenu na, emu kemu ejobi ro kpono vwẹ otọ na kugbe erin rẹ ame; mi phi ayen ejobi phihọ obọ wẹn,","“And as for Me,"
"3emu kemu ejobi rọ yan ro vwo arhọ kọ dia emuọre kẹ wẹ, kirobo Me vwẹ ifọn kẹ wẹ na, Me je kẹ wẹ emu ejobi.",#Gen. 6:18
"emu kemu ejobi rọ yan ro vwo arhọ kọ dia emuọre kẹ wẹ, kirobo Me vwẹ ifọn kẹ wẹ na, Me je kẹ wẹ emu ejobi.",Gen. 6:18
"4Ẹkẹvuọvo wọ ria uvwo vẹ arhọ rọye-e, kọye ọbara rọye.","behold, I establish"
"Ẹkẹvuọvo wọ ria uvwo vẹ arhọ rọye-e, kọye ọbara rọye.",#Is. 54:9
"5Fiki rẹ ọbara rẹ arhọ wẹn na ke Me ghene nekpẹn rẹ osa rọye, vwẹ obọ rẹ eranvwe keranvwe Me da nekpẹn rọye Etiyin ji te ohwo rẹ akpọ, vwẹ obọ rẹ oniọvo rọye.",Is. 54:9
"Fiki rẹ ọbara rẹ arhọ wẹn na ke Me ghene nekpẹn rẹ osa rọye, vwẹ obọ rẹ eranvwe keranvwe Me da nekpẹn rọye Etiyin ji te ohwo rẹ akpọ, vwẹ obọ rẹ oniọvo rọye.","My covenant with you and with your descendants after you,"
"6Ohwo ro sun ọbara rẹ ohwo te otọ, ohwo ọfa ji sun ọbara rọye te otọ, kidie Ọghẹnẹ ma ohwo vwẹ uhoho rọye.","10#Ps. 145:9and with every living creature thatiswith you: the birds, the cattle, and every beast of the earth with you, of all that go out of the ark, every beast of the earth."
"Ohwo ro sun ọbara rẹ ohwo te otọ, ohwo ọfa ji sun ọbara rọye te otọ, kidie Ọghẹnẹ ma ohwo vwẹ uhoho rọye.",#Ps. 145:9
"7Vwọ kẹ ovwan, we vwiẹ ri we bu phihọ, we vwiẹ buebu vwẹ akpọ na ru we bu phihọ.",Ps. 145:9
"Vwọ kẹ ovwan, we vwiẹ ri we bu phihọ, we vwiẹ buebu vwẹ akpọ na ru we bu phihọ.",and with every living creature that
"8Etiyin Ọghẹnẹ da ta kẹ Noa vẹ emọ rọye,","with you: the birds, the cattle, and every beast of the earth with you, of all that go out of the ark, every beast of the earth."
"Etiyin Ọghẹnẹ da ta kẹ Noa vẹ emọ rọye,",11Thus#Gen. 8:21; Is. 54:9I establish My covenant with you: Never again shall all flesh be cut off by the waters of the flood; never again shall there be a flood to destroy the earth.”
"9Nighe, ke Me vẹ owẹ cha re ọphọ kugbe uvwiẹ wẹn rọ cha vwẹ obuko wẹn,",Thus
"Nighe, ke Me vẹ owẹ cha re ọphọ kugbe uvwiẹ wẹn rọ cha vwẹ obuko wẹn,",#Gen. 8:21; Is. 54:9
"10kugbe eranvwe keranvwe ekpokpọ re vẹ owẹ gba herọ, uche ri nene uwe nẹ evun rẹ okọ na rhe.",Gen. 8:21; Is. 54:9
"kugbe eranvwe keranvwe ekpokpọ re vẹ owẹ gba herọ, uche ri nene uwe nẹ evun rẹ okọ na rhe.",I establish My covenant with you: Never again shall all flesh be cut off by the waters of the flood; never again shall there be a flood to destroy the earth.”
"11Me vẹ owẹ ke re ọphọ, ne Me gbe cha vwẹ ame rẹ oghwe vwo hwe uvwo ejobi ọfa eyẹ vwọ vwẹ oghwe vwọ ghwọrọ akpọ na ọfa-a.","12And God said:#Gen. 9:13, 17; 17:11“Thisisthe sign of the covenant which I make between Me and you, and every living creature thatiswith you, for perpetual generations:"
"Me vẹ owẹ ke re ọphọ, ne Me gbe cha vwẹ ame rẹ oghwe vwo hwe uvwo ejobi ọfa eyẹ vwọ vwẹ oghwe vwọ ghwọrọ akpọ na ọfa-a.",And God said:
"12Ọghẹnẹ da ta, Ọnana kọ cha dia oka rọ ọphọ na re Me vẹ owẹ kugbe eranvwe keranvwe rọ herọ re Me mare na cha re, kugbe uvwiẹ rọ cha vwẹ obaro wẹ;","#Gen. 9:13, 17; 17:11"
"Ọghẹnẹ da ta, Ọnana kọ cha dia oka rọ ọphọ na re Me vẹ owẹ kugbe eranvwe keranvwe rọ herọ re Me mare na cha re, kugbe uvwiẹ rọ cha vwẹ obaro wẹ;","Gen. 9:13, 17; 17:11"
"13Me cha vwẹ aphoro mẹ vwo mu vwẹ enu rẹ ikoro na, kọ cha dia oka rẹ ọphọ vwẹ uvwre mẹ kugbe akpọ na.",“This
"Me cha vwẹ aphoro mẹ vwo mu vwẹ enu rẹ ikoro na, kọ cha dia oka rẹ ọphọ vwẹ uvwre mẹ kugbe akpọ na.","the sign of the covenant which I make between Me and you, and every living creature that"
"14Ọke rẹ ikoro de mu vwẹ enu rẹ akpọ na re a da mrẹ aphoro vwẹ enu rẹ ikoro na,","with you, for perpetual generations:"
"Ọke rẹ ikoro de mu vwẹ enu rẹ akpọ na re a da mrẹ aphoro vwẹ enu rẹ ikoro na,","13I set#Ezek. 1:28; Rev. 4:3My rainbow in the cloud, and it shall be for the sign of the covenant between Me and the earth."
"15ke Me karohọ ọphọ rọ herọ vwẹ uvwre mẹ vẹ owẹ kugbe eranvwe keranvwe rọ herọ re Me mare ejobi, ame na gbi che hirhe oma phihọ oghwe rọ ghwọrọ ohwo ọfa-a.",I set
